,fecha,precio,año_hecho,año_renovado,metros_cuadrados,pisos,habitaciones,baños,calle,codigo_zip,estado,ciudad
3084,2019-06-13,269310,1990-01-01,1970-01-01 00:00:00.000000000,610.0,1.0,3.0,3.0,2501 CALVIN ST,75204.0,TX,DALLAS
3085,2019-07-30,259390,1990-01-01,1970-01-01 00:00:00.000000000,579.0,2.0,3.0,3.0,1101 CASCADE AVE,75224.0,TX,DALLAS
3086,2019-06-20,257760,1990-01-01,1970-01-01 00:00:00.000000000,655.0,2.0,4.0,3.0,1900 WOODLAND HEIGHTS PL,75208.0,TX,DALLAS
3087,2019-07-23,3002390,1989-01-01,1970-01-01 00:00:00.000000000,1551.0,2.0,4.0,4.0,1801 MULESHOE RD,75217.0,TX,DALLAS
3088,2019-07-10,1416570,1989-01-01,1970-01-01 00:00:00.000000000,1500.0,2.0,4.0,5.0,1201 ALASKA AVE,75216.0,TX,DALLAS
3089,2019-08-12,1360540,1989-01-01,1970-01-01 00:00:00.000000000,1701.0,2.0,4.0,3.0,2001 BLAKE AVE,75228.0,TX,DALLAS
3090,2019-08-13,1051780,1989-01-01,1970-01-01 00:00:00.000000000,1518.0,2.0,4.0,4.0,2201 LARRY DR,75228.0,TX,DALLAS
3091,2019-08-08,1015080,1989-01-01,1970-01-01 00:00:00.000000000,972.0,2.0,4.0,3.0,2300 JOHN MCCOY DR,75227.0,TX,DALLAS
3092,2019-07-18,952780,1989-01-01,1970-01-01 00:00:00.000000000,1213.0,2.0,4.0,3.0,1200 LUFKIN ST,75217.0,TX,DALLAS
3093,2019-07-09,909400,1989-01-01,1970-01-01 00:00:00.000000000,884.0,2.0,4.0,3.0,3500 BOOKER ST,75215.0,TX,DALLAS
3094,2019-07-22,856220,1989-01-01,1970-01-01 00:00:00.000000000,1021.0,1.0,4.0,3.0,200 PRAIRIE GROVE DR,75217.0,TX,DALLAS
3095,2019-06-10,802210,1989-01-01,1970-01-01 00:00:00.000000000,985.0,2.0,5.0,3.0,2211 LAMAR ST,75202.0,TX,DALLAS
3096,2019-06-20,698040,1989-01-01,1970-01-01 00:00:00.000000000,1445.0,2.0,3.0,3.0,2300 TOPEKA AVE,75208.0,TX,DALLAS
3097,2019-07-04,692580,1989-01-01,1970-01-01 00:00:00.000000000,966.0,2.0,4.0,3.0,3201 PARVIA AVE,75212.0,TX,DALLAS
3098,2019-06-17,692040,1989-01-01,1970-01-01 00:00:00.000000000,847.0,2.0,4.0,3.0,3501 DREXEL DR,75205.0,TX,DALLAS
3099,2019-07-10,686560,1989-01-01,1970-01-01 00:00:00.000000000,988.0,2.0,3.0,3.0,2630 STEPHENSON DR,75215.0,TX,DALLAS
3100,2019-07-18,666120,1989-01-01,1970-01-01 00:00:00.000000000,902.0,2.0,4.0,3.0,600 HAVERHILL LN,75217.0,TX,DALLAS
3101,2019-07-09,660700,1989-01-01,1970-01-01 00:00:00.000000000,856.0,2.0,3.0,2.0,2401 K ST,75215.0,TX,DALLAS
3102,2019-07-25,624280,1989-01-01,1970-01-01 00:00:00.000000000,610.0,2.0,3.0,3.0,1400 BELLA VISTA DR,75218.0,TX,DALLAS
3103,2019-06-26,600510,1989-01-01,1970-01-01 00:00:00.000000000,756.0,2.0,3.0,2.0,4400 COUNTS BLVD,75211.0,TX,DALLAS
3104,2019-06-13,595630,1989-01-01,1970-01-01 00:00:00.000000000,600.0,2.0,3.0,3.0,3900 LAFAYETTE ST,75204.0,TX,DALLAS
3105,2019-07-09,574270,1989-01-01,1970-01-01 00:00:00.000000000,607.0,1.0,3.0,2.0,3401 SPENCE ST,75215.0,TX,DALLAS
3106,2019-07-09,557820,1989-01-01,1970-01-01 00:00:00.000000000,1058.0,2.0,4.0,3.0,4500 HARRYS LN,75229.0,TX,DALLAS
3107,2019-06-28,552940,1989-01-01,1970-01-01 00:00:00.000000000,933.0,2.0,4.0,3.0,1000 BURNS AVE,75211.0,TX,DALLAS
3108,2019-07-09,550870,1989-01-01,1970-01-01 00:00:00.000000000,902.0,2.0,4.0,2.0,3700 GUARANTY ST,75215.0,TX,DALLAS
3109,2019-07-22,538580,1989-01-01,1970-01-01 00:00:00.000000000,680.0,2.0,4.0,2.0,230 TURIN DR,75217.0,TX,DALLAS
3110,2019-07-04,526900,1989-01-01,1970-01-01 00:00:00.000000000,860.0,2.0,3.0,3.0,3200 PEYTON LILA RD,75212.0,TX,DALLAS
3111,2019-06-14,492720,1989-01-01,1970-01-01 00:00:00.000000000,573.0,1.0,3.0,2.0,700 LACEY OAKS PL,75204.0,TX,DALLAS
3112,2019-07-17,490540,1989-01-01,1970-01-01 00:00:00.000000000,847.0,1.0,4.0,2.0,1801 NEW HAVEN DR,75217.0,TX,DALLAS
3113,2019-06-25,481860,1989-01-01,1970-01-01 00:00:00.000000000,655.0,1.0,4.0,3.0,3601 THEDFORD AVE,75209.0,TX,DALLAS
3114,2019-07-02,476410,1989-01-01,1970-01-01 00:00:00.000000000,1091.0,2.0,4.0,4.0,4400 IMAGE CIR,75211.0,TX,DALLAS
3115,2019-08-01,470430,1989-01-01,1970-01-01 00:00:00.000000000,988.0,2.0,4.0,3.0,2801 VIRGIL ST,75226.0,TX,DALLAS
3116,2019-06-19,452970,1989-01-01,1970-01-01 00:00:00.000000000,936.0,2.0,3.0,3.0,101 EXPRESS ST,75207.0,TX,DALLAS
3117,2019-07-14,428170,1989-01-01,1970-01-01 00:00:00.000000000,445.0,1.0,3.0,2.0,2101 KATHLEEN AVE,75216.0,TX,DALLAS
3118,2019-08-01,401320,1989-01-01,1970-01-01 00:00:00.000000000,820.0,2.0,3.0,3.0,1600 PEARLSTONE ST,75226.0,TX,DALLAS
3119,2019-08-13,382250,1989-01-01,1970-01-01 00:00:00.000000000,866.0,2.0,4.0,3.0,12001 DE OR DR,75230.0,TX,DALLAS
3120,2019-08-14,382000,1989-01-01,1970-01-01 00:00:00.000000000,488.0,2.0,3.0,3.0,7500 EDGEWARE RD,75228.0,TX,DALLAS
3121,2019-08-15,357220,1989-01-01,1970-01-01 00:00:00.000000000,704.0,2.0,3.0,3.0,11500 MID SURREY CT,75229.0,TX,DALLAS
3122,2019-06-20,317190,1989-01-01,1970-01-01 00:00:00.000000000,728.0,2.0,4.0,3.0,1901 MONTCLAIR AVE,75208.0,TX,DALLAS
3123,2019-06-18,289120,1989-01-01,1970-01-01 00:00:00.000000000,497.0,1.0,3.0,2.0,4900 ZUMA CT,75206.0,TX,DALLAS
3124,2019-06-07,286300,1989-01-01,1970-01-01 00:00:00.000000000,692.0,1.0,3.0,3.0,200 CRESCENT CT,75201.0,TX,DALLAS
3125,2019-07-16,283370,1989-01-01,1970-01-01 00:00:00.000000000,619.0,2.0,3.0,3.0,1900 EARNHARDT WAY,75217.0,TX,DALLAS
3126,2019-07-30,271860,1989-01-01,1970-01-01 00:00:00.000000000,585.0,1.0,3.0,3.0,7100 SOTO ST,75223.0,TX,DALLAS
3127,2019-07-31,270100,1989-01-01,1970-01-01 00:00:00.000000000,573.0,2.0,3.0,3.0,101 HALSEY ST,75224.0,TX,DALLAS
3128,2019-06-20,266250,1989-01-01,1970-01-01 00:00:00.000000000,530.0,2.0,3.0,2.0,2301 BEAVER ST,75208.0,TX,DALLAS
3129,2019-07-28,261800,1989-01-01,1970-01-01 00:00:00.000000000,628.0,2.0,4.0,3.0,9494 LARGA DR,75220.0,TX,DALLAS
3130,2019-07-30,247580,1989-01-01,1970-01-01 00:00:00.000000000,530.0,2.0,3.0,3.0,1101 ELMHURST PL,75224.0,TX,DALLAS
3131,2019-07-03,237680,1989-01-01,1970-01-01 00:00:00.000000000,585.0,1.0,4.0,2.0,3600 DARIEN ST,75212.0,TX,DALLAS
3132,2019-07-03,189520,1989-01-01,1970-01-01 00:00:00.000000000,482.0,2.0,2.0,2.0,2000 SHAW ST,75212.0,TX,DALLAS
3133,2019-08-05,133030,1989-01-01,1970-01-01 00:00:00.000000000,588.0,2.0,4.0,2.0,1 DOWNS LAKE CIR,75230.0,TX,DALLAS
3134,2019-06-25,85040,1989-01-01,1970-01-01 00:00:00.000000000,503.0,1.0,3.0,2.0,2900 BELLKNOLL LN,75229.0,TX,DALLAS
3135,2019-06-26,870,1989-01-01,1970-01-01 00:00:00.000000000,945.0,2.0,5.0,2.0,10401 GOODYEAR DR,75229.0,TX,DALLAS
3136,2019-07-25,1321790,1988-01-01,1970-01-01 00:00:00.000000000,1393.0,2.0,4.0,4.0,1000 GALLIVANT LN,75218.0,TX,DALLAS
3137,2019-08-05,1168070,1988-01-01,1970-01-01 00:00:00.000000000,1219.0,2.0,3.0,3.0,6900 PICKRELL DR,75227.0,TX,DALLAS
3138,2019-08-12,889960,1988-01-01,1970-01-01 00:00:00.000000000,1119.0,2.0,3.0,3.0,2300 MILLMAR DR,75228.0,TX,DALLAS
3139,2019-08-07,721340,1988-01-01,1970-01-01 00:00:00.000000000,1122.0,2.0,4.0,3.0,10201 ABRAHAM DR,75227.0,TX,DALLAS
3140,2019-07-09,687430,1988-01-01,1970-01-01 00:00:00.000000000,887.0,2.0,4.0,3.0,2600 BURGER AVE,75215.0,TX,DALLAS
3141,2019-06-28,677500,1988-01-01,1970-01-01 00:00:00.000000000,847.0,2.0,4.0,3.0,1200 GOLDIE AVE,75211.0,TX,DALLAS
3142,2019-07-31,620650,1988-01-01,1970-01-01 00:00:00.000000000,814.0,1.0,3.0,2.0,701 FAWN RIDGE DR,75224.0,TX,DALLAS
3143,2019-07-22,608270,1988-01-01,1970-01-01 00:00:00.000000000,917.0,2.0,3.0,3.0,8300 BIRCH AVE,75217.0,TX,DALLAS
3144,2019-06-21,605330,1988-01-01,1970-01-01 00:00:00.000000000,463.0,2.0,3.0,2.0,601 VERNON AVE,75208.0,TX,DALLAS
3145,2019-08-14,597440,1988-01-01,1970-01-01 00:00:00.000000000,863.0,2.0,4.0,3.0,2501 RIVERCREST DR,75228.0,TX,DALLAS
3146,2019-06-23,578160,1988-01-01,1970-01-01 00:00:00.000000000,704.0,1.0,4.0,3.0,401 TENNANT ST,75208.0,TX,DALLAS
3147,2019-06-19,566340,1988-01-01,1970-01-01 00:00:00.000000000,741.0,2.0,4.0,3.0,4900 CAMDALE CT,75206.0,TX,DALLAS
3148,2019-06-25,558190,1988-01-01,1970-01-01 00:00:00.000000000,985.0,1.0,3.0,3.0,4300 PENNSYLVANIA AVE,75210.0,TX,DALLAS
3149,2019-07-23,540130,1988-01-01,1970-01-01 00:00:00.000000000,695.0,2.0,4.0,3.0,1900 FOUNTAINDALE DR,75217.0,TX,DALLAS
3150,2019-06-25,501010,1988-01-01,1970-01-01 00:00:00.000000000,1009.0,2.0,5.0,4.0,1300 2ND AVE,75210.0,TX,DALLAS
3151,2019-07-17,488350,1988-01-01,1970-01-01 00:00:00.000000000,808.0,2.0,4.0,3.0,2101 CHEYENNE RD,75217.0,TX,DALLAS
3152,2019-06-07,484670,1988-01-01,1970-01-01 00:00:00.000000000,866.0,2.0,4.0,3.0,2900 HARRY HINES BLVD,75201.0,TX,DALLAS
3153,2019-08-12,411430,1988-01-01,1970-01-01 00:00:00.000000000,506.0,2.0,3.0,2.0,10201 SAN LORENZO DR,75228.0,TX,DALLAS
3154,2019-07-22,401510,1988-01-01,1970-01-01 00:00:00.000000000,686.0,2.0,3.0,2.0,700 ESTERINE RD,75217.0,TX,DALLAS
3155,2019-07-08,366600,1988-01-01,1970-01-01 00:00:00.000000000,591.0,2.0,3.0,3.0,3401 WENDOVER RD,75214.0,TX,DALLAS
3156,2019-06-13,349790,1988-01-01,1970-01-01 00:00:00.000000000,777.0,2.0,4.0,3.0,4201 DELANO PL,75204.0,TX,DALLAS
3157,2019-08-04,347910,1988-01-01,1970-01-01 00:00:00.000000000,539.0,1.0,3.0,2.0,5000 COLTER WAY,75227.0,TX,DALLAS
3158,2019-06-12,342860,1988-01-01,1970-01-01 00:00:00.000000000,558.0,2.0,3.0,2.0,770 CANTEGRAL ST,75204.0,TX,DALLAS
3159,2019-06-20,342770,1988-01-01,1970-01-01 00:00:00.000000000,402.0,2.0,3.0,2.0,800 WINSTON ST,75208.0,TX,DALLAS
3160,2019-07-04,302320,1988-01-01,1970-01-01 00:00:00.000000000,707.0,2.0,3.0,3.0,2400 VINSON ST,75212.0,TX,DALLAS
3161,2019-06-20,296870,1988-01-01,1970-01-01 00:00:00.000000000,323.0,1.0,3.0,2.0,2300 BEATRICE ST,75208.0,TX,DALLAS
3162,2019-07-10,292130,1988-01-01,1970-01-01 00:00:00.000000000,823.0,1.0,5.0,3.0,2800 FROST AVE,75215.0,TX,DALLAS
3163,2019-07-22,281120,1988-01-01,1970-01-01 00:00:00.000000000,643.0,1.0,4.0,2.0,9601 GRADY LN,75217.0,TX,DALLAS
3164,2019-06-25,263190,1988-01-01,1970-01-01 00:00:00.000000000,677.0,2.0,4.0,3.0,3520 WHEELER ST,75209.0,TX,DALLAS
3165,2019-07-09,253730,1988-01-01,1970-01-01 00:00:00.000000000,588.0,2.0,3.0,2.0,1401 HAMBURG ST,75215.0,TX,DALLAS
3166,2019-06-21,252830,1988-01-01,1970-01-01 00:00:00.000000000,347.0,1.0,2.0,2.0,1600 KESSLER CANYON DR,75208.0,TX,DALLAS
3167,2019-07-17,238470,1988-01-01,1970-01-01 00:00:00.000000000,594.0,1.0,3.0,2.0,1300 CY BLACKBURN CIR,75217.0,TX,DALLAS
3168,2019-07-21,222160,1988-01-01,1970-01-01 00:00:00.000000000,707.0,1.0,4.0,3.0,6100 MISTY WOOD DR,75217.0,TX,DALLAS
3169,2019-06-27,1510,1988-01-01,1970-01-01 00:00:00.000000000,640.0,1.0,5.0,2.0,3100 CATAMORE LN,75229.0,TX,DALLAS
3170,2019-07-14,1352610,1987-01-01,1970-01-01 00:00:00.000000000,1079.0,2.0,4.0,3.0,7901 IVORY LN,75216.0,TX,DALLAS
3171,2019-07-30,1229260,1987-01-01,1970-01-01 00:00:00.000000000,1177.0,2.0,4.0,4.0,500 BLAIR BLVD,75223.0,TX,DALLAS
3172,2019-07-14,1226430,1987-01-01,1970-01-01 00:00:00.000000000,884.0,2.0,4.0,3.0,3300 KYSER ST,75216.0,TX,DALLAS
3173,2019-07-25,1081310,1987-01-01,1970-01-01 00:00:00.000000000,1542.0,2.0,3.0,3.0,1600 LAKELAND DR,75218.0,TX,DALLAS
3174,2019-07-17,1071440,1987-01-01,1970-01-01 00:00:00.000000000,1049.0,2.0,4.0,3.0,2001 NANTUCKET VILLAGE DR,75217.0,TX,DALLAS
3175,2019-06-14,986240,1987-01-01,1970-01-01 00:00:00.000000000,1311.0,2.0,4.0,2.0,1401 HOLLY AVE,75204.0,TX,DALLAS
3176,2019-06-18,862150,1987-01-01,1970-01-01 00:00:00.000000000,1106.0,1.0,4.0,3.0,5501 MATALEE AVE,75206.0,TX,DALLAS
3177,2019-08-06,823290,1987-01-01,1970-01-01 00:00:00.000000000,914.0,2.0,3.0,2.0,9900 RIO DOSO DR,75227.0,TX,DALLAS
3178,2019-08-13,791160,1987-01-01,1970-01-01 00:00:00.000000000,1064.0,1.0,3.0,3.0,9501 MARIMONT LN,75228.0,TX,DALLAS
3179,2019-07-08,721280,1987-01-01,1970-01-01 00:00:00.000000000,942.0,2.0,4.0,3.0,700 DUMONT ST,75214.0,TX,DALLAS
3180,2019-08-07,675450,1987-01-01,1970-01-01 00:00:00.000000000,911.0,1.0,5.0,2.0,2800 MODESTO DR,75227.0,TX,DALLAS
3181,2019-07-25,634150,1987-01-01,1970-01-01 00:00:00.000000000,698.0,2.0,4.0,3.0,10400 SILVEROCK DR,75218.0,TX,DALLAS
3182,2019-06-28,628390,1987-01-01,1970-01-01 00:00:00.000000000,850.0,1.0,3.0,3.0,1400 SANTA ELENA PLZ,75211.0,TX,DALLAS
3183,2019-06-20,621620,1987-01-01,1970-01-01 00:00:00.000000000,869.0,2.0,4.0,3.0,1801 WILLOMET AVE,75208.0,TX,DALLAS
3184,2019-06-14,606330,1987-01-01,1970-01-01 00:00:00.000000000,756.0,2.0,4.0,3.0,1600 TRIBECA WAY,75204.0,TX,DALLAS
3185,2019-06-20,584750,1987-01-01,1970-01-01 00:00:00.000000000,853.0,1.0,4.0,3.0,601 BISHOP HEIGHTS LN,75208.0,TX,DALLAS
3186,2019-08-13,558080,1987-01-01,1970-01-01 00:00:00.000000000,582.0,2.0,3.0,2.0,1701 CROWBERRY DR,75228.0,TX,DALLAS
3187,2019-08-12,538700,1987-01-01,1970-01-01 00:00:00.000000000,853.0,2.0,3.0,2.0,2301 SAN MARCUS AVE,75228.0,TX,DALLAS
3188,2019-07-28,491810,1987-01-01,1970-01-01 00:00:00.000000000,479.0,2.0,3.0,2.0,2601 BRENNER DR,75220.0,TX,DALLAS
3189,2019-06-07,455660,1987-01-01,1970-01-01 00:00:00.000000000,762.0,1.0,3.0,3.0,1802 MANUEL PLZ,75201.0,TX,DALLAS
3190,2019-06-21,445130,1987-01-01,1970-01-01 00:00:00.000000000,680.0,2.0,3.0,2.0,610 STEVENS VILLAGE DR,75208.0,TX,DALLAS
3191,2019-07-31,440430,1987-01-01,1970-01-01 00:00:00.000000000,716.0,2.0,4.0,3.0,601 COVE HOLLOW DR,75224.0,TX,DALLAS
3192,2019-07-29,400870,1987-01-01,1970-01-01 00:00:00.000000000,418.0,1.0,3.0,2.0,9701 POST DR,75220.0,TX,DALLAS
3193,2019-07-28,387900,1987-01-01,1970-01-01 00:00:00.000000000,893.0,2.0,4.0,3.0,9600 HATHAWAY ST,75220.0,TX,DALLAS
3194,2019-07-31,351120,1987-01-01,1970-01-01 00:00:00.000000000,579.0,2.0,3.0,2.0,2101 BARLOW AVE,75224.0,TX,DALLAS
3195,2019-07-03,342140,1987-01-01,1970-01-01 00:00:00.000000000,738.0,2.0,3.0,2.0,10400 BARONESS DR,75229.0,TX,DALLAS
3196,2019-08-01,281460,1987-01-01,1970-01-01 00:00:00.000000000,552.0,1.0,3.0,3.0,6104 BANDERA AVE,75225.0,TX,DALLAS
3197,2019-07-24,280790,1987-01-01,1970-01-01 00:00:00.000000000,1247.0,2.0,3.0,3.0,10000 FIELDFARE CIR,75229.0,TX,DALLAS
3198,2019-08-07,252920,1987-01-01,1970-01-01 00:00:00.000000000,387.0,1.0,3.0,2.0,9400 BRIGGS ST,75227.0,TX,DALLAS
3199,2019-07-30,247510,1987-01-01,1970-01-01 00:00:00.000000000,448.0,1.0,3.0,2.0,9100 LA STRADA CT,75220.0,TX,DALLAS
3200,2019-07-23,244980,1987-01-01,1970-01-01 00:00:00.000000000,460.0,1.0,3.0,2.0,700 ANGUS DR,75217.0,TX,DALLAS
3201,2019-06-12,242210,1987-01-01,1970-01-01 00:00:00.000000000,506.0,1.0,3.0,2.0,2909 LEMMON AVE,75204.0,TX,DALLAS
3202,2019-07-24,221340,1987-01-01,1970-01-01 00:00:00.000000000,539.0,1.0,3.0,2.0,11900 BROOKMEADOW LN,75218.0,TX,DALLAS
3203,2019-07-09,220670,1987-01-01,1970-01-01 00:00:00.000000000,530.0,1.0,3.0,2.0,2101 HOLMES ST,75215.0,TX,DALLAS
3204,2019-07-04,210160,1987-01-01,1970-01-01 00:00:00.000000000,558.0,2.0,3.0,2.0,1001 BASTION CT,75212.0,TX,DALLAS
3205,2019-08-14,2681180,1986-01-01,1970-01-01 00:00:00.000000000,1372.0,2.0,5.0,3.0,2276 LARSON LN,75229.0,TX,DALLAS
3206,2019-07-02,1601440,1986-01-01,1970-01-01 00:00:00.000000000,1173.0,2.0,3.0,3.0,4600 CEDAR TONE DR,75211.0,TX,DALLAS
3207,2019-06-28,1050450,1986-01-01,1970-01-01 00:00:00.000000000,1408.0,2.0,3.0,4.0,5000 RIM RD,75211.0,TX,DALLAS
3208,2019-06-12,901900,1986-01-01,1970-01-01 00:00:00.000000000,1295.0,2.0,5.0,4.0,1100 SANE DR,75203.0,TX,DALLAS
3209,2019-08-07,852830,1986-01-01,1970-01-01 00:00:00.000000000,1189.0,2.0,5.0,3.0,2301 DON ST,75227.0,TX,DALLAS
3210,2019-08-01,752100,1986-01-01,1970-01-01 00:00:00.000000000,703.2,2.0,4.0,2.0,1250 WOODSTROCK ST,75217.0,TX,DALLAS
3211,2019-07-14,751580,1986-01-01,1970-01-01 00:00:00.000000000,698.0,2.0,4.0,3.0,4501 CHERBOURG ST,75216.0,TX,DALLAS
3213,2019-07-17,682520,1986-01-01,1970-01-01 00:00:00.000000000,890.0,2.0,4.0,3.0,3100 WHIRLAWAY RD,75229.0,TX,DALLAS
3214,2019-07-17,645630,1986-01-01,1970-01-01 00:00:00.000000000,850.0,1.0,3.0,2.0,2101 BALLYCASTLE DR,75228.0,TX,DALLAS
3215,2019-08-14,631690,1986-01-01,1970-01-01 00:00:00.000000000,570.0,1.0,3.0,2.0,7809 VILLA CLIFF DR,75228.0,TX,DALLAS
3216,2019-06-26,627710,1986-01-01,1970-01-01 00:00:00.000000000,820.0,2.0,4.0,2.0,5000 KEENELAND PKWY,75211.0,TX,DALLAS
3217,2019-06-27,626870,1986-01-01,1970-01-01 00:00:00.000000000,646.0,1.0,3.0,2.0,1250 WOODSTROCK ST,75217.0,TX,DALLAS
3219,2019-07-11,535830,1986-01-01,1970-01-01 00:00:00.000000000,588.0,2.0,3.0,2.0,1801 ALABAMA AVE,75216.0,TX,DALLAS
3221,2019-06-19,511400,1986-01-01,1970-01-01 00:00:00.000000000,703.2,1.0,3.0,2.0,2001 CULLEN AVE,75217.0,TX,DALLAS
3223,2019-08-01,427910,1986-01-01,1970-01-01 00:00:00.000000000,703.2,2.0,3.0,1.0,1250 WOODSTROCK ST,75225.0,TX,DALLAS
3224,2019-06-21,427420,1986-01-01,1970-01-01 00:00:00.000000000,844.0,1.0,3.0,3.0,1250 WOODSTROCK ST,75208.0,TX,DALLAS
3225,2019-06-23,418300,1986-01-01,1970-01-01 00:00:00.000000000,829.0,2.0,3.0,3.0,2200 CARNES ST,75208.0,TX,DALLAS
3226,2019-07-09,401900,1986-01-01,1970-01-01 00:00:00.000000000,543.0,1.0,3.0,2.0,1700 GOULD ST,75215.0,TX,DALLAS
3227,2019-08-01,356300,1986-01-01,1970-01-01 00:00:00.000000000,457.0,2.0,2.0,2.0,8500 TOWN HOUSE ROW,75225.0,TX,DALLAS
3228,2019-06-25,315780,1986-01-01,1970-01-01 00:00:00.000000000,457.0,1.0,3.0,2.0,4601 WESTSIDE DR,75209.0,TX,DALLAS
3229,2019-06-19,268990,1986-01-01,1970-01-01 00:00:00.000000000,588.0,1.0,3.0,3.0,1907 HOPE ST,75206.0,TX,DALLAS
3230,2019-07-02,266020,1986-01-01,1970-01-01 00:00:00.000000000,475.0,1.0,3.0,3.0,5834 STRETCH DR,75211.0,TX,DALLAS
3231,2019-08-05,264490,1986-01-01,1970-01-01 00:00:00.000000000,466.0,2.0,3.0,2.0,7100 VINLAND ST,75227.0,TX,DALLAS
3232,2019-06-14,257180,1986-01-01,1970-01-01 00:00:00.000000000,314.0,1.0,2.0,1.0,1500 SIENNA CT,75204.0,TX,DALLAS
3233,2019-08-14,240680,1986-01-01,1970-01-01 00:00:00.000000000,509.0,1.0,2.0,2.0,2400 EL CERRITO DR,75228.0,TX,DALLAS
3234,2019-07-28,236740,1986-01-01,1970-01-01 00:00:00.000000000,546.0,2.0,3.0,2.0,2101 WENGE LN,75219.0,TX,DALLAS
3235,2019-07-24,220650,1986-01-01,1970-01-01 00:00:00.000000000,369.0,1.0,3.0,2.0,10200 BETTER DR,75229.0,TX,DALLAS
3236,2019-07-03,218370,1986-01-01,1970-01-01 00:00:00.000000000,430.0,1.0,3.0,2.0,4000 LADALE DR,75212.0,TX,DALLAS
3237,2019-06-18,1551140,1985-01-01,1970-01-01 00:00:00.000000000,1100.0,1.0,5.0,3.0,5201 MCCOMMAS BLVD,75206.0,TX,DALLAS
3238,2019-07-08,1300810,1985-01-01,1970-01-01 00:00:00.000000000,908.0,2.0,4.0,4.0,100 AUGUSTA ST,75214.0,TX,DALLAS
3239,2019-06-27,1171420,1985-01-01,1970-01-01 00:00:00.000000000,917.0,2.0,3.0,3.0,3621 MOUNT RANIER ST,75211.0,TX,DALLAS
3240,2019-07-29,926000,1985-01-01,1970-01-01 00:00:00.000000000,1109.0,2.0,4.0,3.0,4001 LOMITA LN,75220.0,TX,DALLAS
3241,2019-07-19,884530,1985-01-01,1970-01-01 00:00:00.000000000,951.0,2.0,4.0,3.0,700 JERAN DR,75217.0,TX,DALLAS
3242,2019-08-13,819620,1985-01-01,1970-01-01 00:00:00.000000000,1018.0,2.0,3.0,3.0,2901 SCOTTSBLUFF DR,75228.0,TX,DALLAS
3243,2019-07-28,783060,1985-01-01,1970-01-01 00:00:00.000000000,1231.0,2.0,4.0,4.0,3501 LINDA DR,75220.0,TX,DALLAS
3244,2019-06-27,771290,1985-01-01,1970-01-01 00:00:00.000000000,786.0,2.0,4.0,3.0,600 BOULEVARD TER,75211.0,TX,DALLAS
3245,2019-07-09,763200,1985-01-01,1970-01-01 00:00:00.000000000,890.0,2.0,4.0,3.0,1300 FITTS PL,75215.0,TX,DALLAS
3246,2019-08-05,760980,1985-01-01,1970-01-01 00:00:00.000000000,1058.0,2.0,4.0,3.0,4701 SELDON WAY,75227.0,TX,DALLAS
3247,2019-06-20,752850,1985-01-01,1970-01-01 00:00:00.000000000,1036.0,2.0,4.0,3.0,104 ROSEMONT AVE,75208.0,TX,DALLAS
3248,2019-07-10,752670,1985-01-01,1970-01-01 00:00:00.000000000,1000.0,2.0,4.0,3.0,2400 JEWELL PL,75215.0,TX,DALLAS
3251,2019-07-26,642250,1985-01-01,1970-01-01 00:00:00.000000000,765.0,2.0,4.0,2.0,8300 SAN CRISTOBAL DR,75218.0,TX,DALLAS
3252,2019-07-07,616740,1985-01-01,1970-01-01 00:00:00.000000000,692.0,2.0,4.0,3.0,6600 WILLIAMSON RD,75214.0,TX,DALLAS
3253,2019-07-02,586630,1985-01-01,1970-01-01 00:00:00.000000000,631.0,1.0,3.0,2.0,3000 MOUNTAIN CREEK PKWY,75211.0,TX,DALLAS
3254,2019-06-17,560590,1985-01-01,1970-01-01 00:00:00.000000000,832.0,1.0,3.0,2.0,3801 SHENANDOAH ST,75205.0,TX,DALLAS
3255,2019-08-06,505240,1985-01-01,1970-01-01 00:00:00.000000000,533.0,2.0,3.0,2.0,3601 RIO BLANCO DR,75227.0,TX,DALLAS
3256,2019-06-12,501520,1985-01-01,1970-01-01 00:00:00.000000000,643.0,1.0,3.0,3.0,3310 COLE AVE,75204.0,TX,DALLAS
3257,2019-08-07,491750,1985-01-01,1970-01-01 00:00:00.000000000,1186.0,2.0,3.0,3.0,10454 WOODLEAF DR,75227.0,TX,DALLAS
3258,2019-08-08,491450,1985-01-01,1970-01-01 00:00:00.000000000,1045.0,2.0,3.0,3.0,1250 WOODSTROCK ST,75228.0,TX,DALLAS
3259,2019-08-12,488030,1985-01-01,1970-01-01 00:00:00.000000000,616.0,1.0,3.0,2.0,12101 SHIREMONT DR,75230.0,TX,DALLAS
3260,2019-07-09,485710,1985-01-01,1970-01-01 00:00:00.000000000,765.0,1.0,3.0,3.0,2700 MEDILL ST,75215.0,TX,DALLAS
3261,2019-08-01,460240,1985-01-01,1970-01-01 00:00:00.000000000,719.0,1.0,4.0,3.0,6900 CHEVY CHASE AVE,75225.0,TX,DALLAS
3262,2019-07-25,455750,1985-01-01,1970-01-01 00:00:00.000000000,506.0,2.0,3.0,2.0,10544 EVANGELINE WAY,75218.0,TX,DALLAS
3263,2019-06-26,431170,1985-01-01,1970-01-01 00:00:00.000000000,780.0,2.0,3.0,3.0,600 TILLERY AVE,75211.0,TX,DALLAS
